# GridTwin ZA - DFFE environmental authorisations for renewable projects
# CC BY 4.0 - attribution required. gridtwinza.org
# source fingerprint: gtza-7f4d8068c08bbb07
# NOTE: PERMITS, NOT COMMISSIONING. An authorisation is not a built plant and not a
# grid connection. Permitted capacity exceeds built capacity by roughly ten times.
# Use for LOCATION and intent; use operational_renewable_capacity.csv for what exists.
name,province,technology,mw,status,decided,lat,lng
"The proposed development of the Klipkraal Wind Energy Facility (WEF) 2, BESS and associate",Northern Cape,Wind,300.0,Approved,2023-06-22,-32.10247,21.79564
"The proposed development of the Klipkraal Wind Energy Facility (WEF) 3, BESS and associate",Northern Cape,Wind,300.0,Approved,2023-06-22,-32.10247,21.79564
"The proposed Soyuz 3 Wind Energy Facility, Emthanjeni Municipality, Northern Cape Province",Northern Cape,Wind,480.0,Approved,2023-07-13,-30.94506,23.62502
"The proposed Mulilo Newcastle Wind Power 2 (Pty) Ltd - 200 MW Wind Energy Facility, KwaZul",Kwazulu Natal,Wind,200.0,Refused,2023-08-03,-27.6979,29.79896
"The Proposed Loxton Wind Energy Facility 1, near Loxton, Northern Cape Province",Northern Cape,Wind,240.0,Approved,2023-08-10,-31.31305,22.37979
"The Proposed Loxton Wind Energy Facility 2, near Loxton, Northern Cape Province",Northern Cape,Wind,480.0,Approved,2023-08-10,-31.37949,22.45699
"The Proposed Loxton Wind Energy Facility 3, near Loxton, Northern Cape Province",Northern Cape,Wind,240.0,Approved,2023-08-10,-31.4712,22.49508
Proposed 200 MW Tswana Photovoltaic (PV) Plant on the Remaining Extent of the Farm Bokpoor,Northern Cape,Solar PV,200.0,Approved,2020-10-09,-28.75,21.93999
Proposed 200 MW Afrikaans Photovoltaic (PV) Plant on the Remaining Extent of the Farm Bokp,Northern Cape,Solar PV,200.0,Approved,2020-10-09,-28.75,21.93999
"The proposed Red Sands PV1, Northern Cape Province",Northern Cape,Solar PV,75.0,Approved,2022-08-11,-28.65986,22.15819
"The proposed Red Sands PV2, Northern Cape Province_x000D_",Northern Cape,Solar PV,75.0,Approved,2022-08-11,-28.65986,22.15819
"The proposed Red Sands PV3, Northern Cape Province",Northern Cape,Solar PV,75.0,Approved,2022-08-11,-28.74262,22.0855
The proposed development of the Beaufort West Solar Renewable Energy Facility (SEF) and th,Western Cape,Solar PV,415.0,Approved,2023-04-27,-32.44317,22.64457
"Spoonbill up to 150 MW Photovoltaic  facility, including 11-33 kV powerline, Battery Energ",North West,Solar PV,150.0,Approved,2023-09-11,-26.80052,26.8488
"Swift up to 150 MW Photovoltaic facility, including 11-33 kV powerline, Battery Energy Sto",North West,Solar PV,150.0,Approved,2023-09-11,-26.79595,26.88782
"The proposed Kiara PV1 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,120.0,Approved,2023-07-03,-26.02054,26.27398
"The proposed Kiara PV2 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,120.0,Approved,2023-07-03,-26.02054,26.27398
"The proposed Kiara PV3 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,120.0,Approved,2023-07-03,-26.02054,26.27398
"The proposed Kiara PV4 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,120.0,Approved,2023-07-03,-26.02054,26.27398
"The proposed Kiara PV5 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,130.0,Approved,2023-07-18,-26.01817,26.24701
"The proposed Kiara PV6 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,130.0,Approved,2023-07-03,-26.02054,26.27398
"The proposed Kiara PV7 Facility and associated Infrastructure, near Lichtenburg, North Wes",North West,Solar PV,130.0,Approved,2023-07-03,-26.01817,26.24701
"The proposed Mutsho Solar PV1, Limpopo Province",Limpopo,Solar PV,100.0,Approved,2023-06-12,-22.69404,29.82601
"The proposed Mutsho Solar PV2, Limpopo Province",Limpopo,Solar PV,100.0,Approved,2023-06-12,-22.69404,29.82601
"The proposed Mutsho Solar PV3, Limpopo Province",Limpopo,Solar PV,100.0,Approved,2023-06-06,-22.69404,29.82601
"The proposed Mutsho Solar PV4, Limpopo Province",Limpopo,Solar PV,100.0,Approved,2023-06-05,-22.69404,29.82601
Proposed development of 50 MW Solar Photovoltaic (PV) Facility on Portion 9 of the Farm Co,Free State,Solar PV,50.0,Approved,2023-06-28,-27.8909,26.84595
Proposed development of 80 MW Solar Photovoltaic (PV) Facility on Portion 3 of the Farm Ko,Free State,Solar PV,80.0,Approved,2023-06-28,-27.88224,26.85242
Proposed development of 165 MW Solar Photovoltaic (PV) Facility on Portion 0 of the Farm K,Free State,Solar PV,165.0,Approved,2023-06-28,-27.8785,26.87418
"The proposed Kotulo Tsatsi Energy PV3 and associated infrastructure, near Kenhardt, Northe",Northern Cape,Solar PV,480.0,Approved,2023-07-10,-29.61555,20.71107
The proposed renewable energy generation projects by Carina Energy (Pty) Ltd (Buffalo 1 So,Limpopo,Solar PV,240.0,Approved,2023-09-01,-23.72508,27.5281
The proposed renewable energy generation projects by Lyra Energy (Pty) (Lyra 1 Solar Park),Limpopo,Solar PV,240.0,Approved,2023-09-01,-23.66919,27.64727
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 1) and,Northern Cape,Solar PV,50.0,Approved,2023-09-06,-30.24936,24.32473
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 2) and,Northern Cape,Solar PV,50.0,Approved,2023-09-06,-30.24936,24.32473
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 3) and,Northern Cape,Solar PV,50.0,Approved,2023-09-06,-30.25507,24.32562
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 5) and,Northern Cape,Solar PV,350.0,Approved,2023-09-06,-30.25507,24.32562
The Proposed Development of a Solar Photovoltaic(PV) Facility (Kudu Solar Facility 7) and ,Northern Cape,Solar PV,350.0,Approved,2023-09-06,-30.1965,24.30926
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 8) and,Northern Cape,Solar PV,350.0,Approved,2023-09-06,-30.2074,24.36547
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 9) and,Northern Cape,Solar PV,150.0,Approved,2023-09-06,-30.18313,24.36231
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 10) an,Northern Cape,Solar PV,150.0,Approved,2023-09-07,-30.18313,24.36231
The Proposed Development of a Solar Photovoltaic (PV) Facility (Kudu Solar Facility 11) an,Northern Cape,Solar PV,330.0,Approved,2023-09-07,-30.17681,24.37508
The proposed renewable energy generation projects by Carina Energy (Pty) Ltd (Buffalo 1 So,Limpopo,Solar PV,240.0,Approved,2023-09-01,-23.72508,27.5281
The proposed renewable energy generation projects by Lyra Energy (Pty) (Lyra 1 Solar Park),Limpopo,Solar PV,240.0,Approved,2023-08-31,-23.66907,27.64702
"The proposed Photovoltaic Corona Solar Park on the Farms De Dam 27, Tevrede 361 and Biddul",Free State,Solar PV,240.0,Approved,2023-09-15,-28.17524,26.87115
The Proposed Carmel Solar 1 Photovoltaic Solar Energy Facility and Grid Connection Infrast,Gauteng,Solar PV,240.0,Approved,2023-09-18,-26.43715,27.30239
The Proposed Carmel Solar 2 Photovoltaic Solar Energy Facility and Grid Connection Infrast,Gauteng,Solar PV,240.0,Approved,2023-09-18,-26.43791,27.30197
The Proposed Varkenslaagte Solar Photovoltaic Solar Energy Facility and Grid Connection In,Gauteng,Solar PV,240.0,Approved,2023-09-18,-26.43131,27.28229
The Proposed Carmel Solar 3 Photovoltaic Solar Energy Facility and Grid Connection Infrast,Gauteng,Solar PV,150.0,Approved,2023-09-18,-26.47153,27.26228
The proposed construction of 100 megawatt (MW) Grootpoort photoltaic (PV) solar energy fac,Free State,Solar PV,100.0,Approved,2016-09-27,-29.84334,24.66926
Proposed 75 Mw Bolubedu Photovoltaic Energy Solar Facility on the Remainder of the farm Kr,Limpopo,Solar PV,75.0,Refused,2016-10-06,-23.51586,30.38819
The Proposed Turffontein Solar 1 Photovoltaic Solar Energy Facility and Grid Connection In,Gauteng,Solar PV,240.0,Approved,2023-09-19,-26.44474,27.2435
Proposed establishment of the 75MW Bonnievale solar Farm located betwee McGregor and Bonni,Western Cape,Solar PV,75.0,Approved,2017-08-02,-34.02642,20.0376
CRESCO Energy (Pty) Ltd is proposing the construction and operation of a Concentrated Sola,Northern Cape,Solar PV,150.0,Approved,2017-05-09,-31.15111,24.91069
The proposed 50MW Ilanga CSP 4 on PTN 2 of Matjiesrivier No.14 East of upington within the,Northern Cape,Solar PV,50.0,Refused,2016-11-10,-28.44148,21.44428
Proposed development of 100MW Sirius solar PV project three as well as 132kv powerline and,Northern Cape,Solar PV,100.0,Refused,2019-12-19,-28.56597,21.10751
The proposed construction of 132 kv powerlines between the authorised Loeriesfontein 3 pv ,Northern Cape,Solar PV,100.0,Approved,2019-12-19,-30.48108,19.56201
"The proposed Wind Garden Wind Farm, Eastern Cape Province.",Eastern Cape,Wind,0.0,Approved,2022-06-22,-33.23388,26.35854
"The proposed Fronteer Wind Farm, Eastern Cape Province.",Eastern Cape,Wind,0.0,Approved,2022-06-22,-33.22869,26.41363
"Pienaarspoort Wind Energy Facility 1, Western Cape Province.",Western Cape,Wind,310.0,Approved,2021-06-17,-33.12787,20.21903
Proposed Development of the Mulilo Total Hydra Storage Project: Grid Interconnection and A,Northern Cape,Solar PV,0.0,Approved,2019-12-19,-31.25185,23.16285
Proposed Expansion of the Darling National Demonstration Wind Farm and Associated Infrastr,Western Cape,Wind,0.0,Approved,2021-11-05,-33.33231,18.25504
"The proposed addition to the Protea Solar Power Plant near Vryburg, North West Province.",North West,Solar PV,30.0,Approved,2021-09-14,-27.08976,24.73998
"Technical specification upgrades to the existing Noblesfontein Wind Energy Facility (WEF),",Northern Cape,Wind,0.0,Approved,2021-11-17,-31.76255,23.17849
The proposed development of Geel Kop Northern Grid Connection Infrastructure Northern Cape,Northern Cape,Solar PV,0.0,Approved,2019-12-19,-28.6011,21.09445
The Development of the Kokerboom 4 Transmission Line and switching station near Loeriesfon,Northern Cape,Wind,0.0,Approved,2019-12-19,-30.48218,19.55293
"Development of the Kokerboom 1, 2 and 3 Transmission Lines and switching stations near Loe",Northern Cape,Wind,0.0,Approved,2019-12-19,-30.48664,19.50045
"Development of the Khobab Switching Station near Loeriesfontein, in the Northern Cape Prov",Northern Cape,Wind,0.0,Approved,2019-12-19,-30.4839,19.55275
"The proposed Siyanda Solar Power Plant near Viljoenskroon, Free State Province.",Free State,Wind,150.0,Approved,2021-10-13,-26.98451,26.72681
The proposed development of a Battery Energy Storage System (BESS) and associated infrastr,Northern Cape,Solar - CSP,0.0,Refused,2019-12-19,-29.95946,22.29671
Proposed construction and operation of the Electrical Grid Infrastructure (EGI) for the 10,Western Cape,Solar PV,0.0,Approved,2022-01-06,-33.11119,19.95588
Proposed construction and operation of the Electrical Grid Infrastructure (EGI) for the 10,Western Cape,Solar PV,100.0,Approved,2019-12-19,-33.11119,19.95588
Proposed construction and operation of the Electrical Grid Infrastructure (EGI) for the 10,Western Cape,Solar PV,100.0,Approved,2019-12-19,-33.11119,19.95588
Establishment of 132kv grid connection infrastructure for the Woodhouse 1 and Woodhouse 2 ,North West,Solar PV,0.0,Approved,2019-12-19,-26.99445,24.79207
"The Power line for the Grootpoort Photovoltaic Solar Power Plant near Luckhoff, Free State",Free State,Solar PV,100.0,Approved,2019-12-19,-29.89521,24.71539
The proposed Power line for the Gamma and Khubu Photovoltaic Solar Power Plants near Vrybu,North West,Solar PV,115.0,Approved,2019-12-19,-27.07788,24.76097
"Proposed Paulputs south wind energy facility on-site substation, battery energy storage fa",Northern Cape,Wind,300.0,Approved,2019-12-19,-28.97165,19.77376
"The development of Redding Wind Farm, Eastern Cape Province.",Eastern Cape,Wind,0.0,Approved,2022-01-25,-33.09489,25.78188
The proposed REDZ 3 power corridor 400kv main transmission substation and 400kv power line,Eastern Cape,Wind and Solar PV,0.0,Approved,2019-12-19,-33.07524,25.8279
"The proposed Pienaarspoort Wind Energy Facility 2, Western Cape Province.",Western Cape,Wind,360.0,Approved,2022-03-16,-33.15594,20.13605
Darling green solar photovoltaic renewable energy project on approximately 24ha on a porti,Western Cape,Solar PV,0.0,Refused,2019-12-19,-33.37088,18.38927
The proposed Klawer Wind Energy Facility (WEF) 22kV Overhead Powerline (OHPL) Basic Assess,Western Cape,Wind,0.0,Approved,2022-04-08,-31.81302,18.61046
Proposed establishment of battery energy storage systems for the impofu wind farms (north),Eastern Cape,Wind,0.0,Refused,2019-12-19,-34.06395,24.54985
The proposed establishment of battery energy storage systems for the impofu wind farms (ea,Eastern Cape,Wind,0.0,Refused,2019-12-19,-34.1065,24.62146
"The proposed Sun Garden PV Facility, Eastern Cape Province.",Eastern Cape,Solar PV,0.0,Approved,2022-03-04,-33.09468,25.70521
"The proposed Solaris Fields PV Facility, Eastern Cape Province.",Eastern Cape,Solar PV,400.0,Approved,2022-03-04,-33.09468,25.70521
"Establishment of a new 132kv powerline, 132kv switching station and associated infrastruct",Northern Cape,Wind,0.0,Approved,2019-12-19,-32.62672,20.99331
Establishment of a new 33kv/132kv substation and associated infrastructure to support the ,Northern Cape,Wind,0.0,Approved,2019-12-19,-32.62672,20.99331
Proposed construction and operation of the 132kv/400kv on-site main transmission substatio,Free State,Solar PV,0.0,Approved,2019-12-19,-28.67054,25.75881
"The Sol Invictus 132kV Overhead Powerline (OHPL) near Aggeneys, Northern Cape Province.",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-29.27227,18.7518
Proposed Construction and Operation of the Beaufort West Wind Farm 33kV / 132kV1 Substatio,Western Cape,Wind,0.0,Approved,2019-12-19,-33.27246,21.80409
Proposed Construction and Operation of the Eskom 132kV1 switching Substation and 132kV Pow,Western Cape,Wind,0.0,Approved,2019-12-19,-32.93496,22.55684
"Proposed Tirisano Solar Power Plant near Olifantshoek, Northern Cape Province.",Northern Cape,Solar PV,0.0,Approved,2021-09-09,-28.22156,22.57163
"Proposed Kgalalelo Solar Power Plant near Olifantshoek, Northern Cape Province.",Northern Cape,Solar PV,0.0,Approved,2021-09-09,-28.22156,22.57163
Proposed Development of a 115 MWp (AC) Solar Photo-Voltaic Renewable Energy Power Station ,Western Cape,Solar PV,115.0,Approved,2022-04-04,-32.97196,18.22224
"Development of the Kokerboom 3 Wind Energy Facility, battery energy storage system and ass",Northern Cape,Wind,300.0,Approved,2022-03-02,-30.36953,19.52314
"Development of the 40MW Kokerboom 4 Wind Energy Facility, Battery Energy Storage System an",Northern Cape,Wind,40.0,Approved,2022-03-02,-30.4113,19.54721
"The Proposed Development of the 341 MW Kwagga Wind Energy Facility (i.e. Kwagga WEF 2), ne",Western Cape,Wind,341.0,Approved,2022-04-07,-32.97295,22.70952
"Newcastle Gas Engine Power Plant (NGEPP), Newcastle, KwaZulu-Natal Province.",Kwazulu Natal,Biomass_Biofuels,18.5,Refused,2022-10-01,-27.78229,29.97673
"The proposed Proposed Lerato Solar Power Plant near Lichtenburg, North West Province.",North West,Solar PV,150.0,Approved,2022-04-20,-26.01872,26.10368
"Proposed Kutlwano Solar Power Plant near Lichtenburg, North West Province.",North West,Solar PV,150.0,Approved,2022-04-25,-26.01872,26.10368
"Proposed Sediba solar power plant near Parys, Free State Province.",Free State,Solar PV,150.0,Approved,2022-04-25,-26.94457,27.46503
"Proposed Springbok solar power plant near Welkom/Virginia, Free State Province.",Free State,Solar PV,150.0,Approved,2022-04-25,-28.19799,26.80712
Proposed Matjhabeng Solar Photovoltaic (PV) with Battery Energy Storage Systems (BESS) Pro,Free State,Solar PV,400.0,Approved,2022-03-18,-27.88258,26.68857
Proposed Ingwe Solar Power Plant near Polokwane in the Limpopo Province.,Limpopo,Solar PV,150.0,Approved,2022-04-25,-23.37135,29.77268
"The proposed Bergriver Wind Farm, Western Cape Province.",Western Cape,Wind,140.0,Approved,2022-07-29,-33.27364,18.97462
The construction and operation of the Phakwe Richards Bay gas power 3 combined cycle power,Kwazulu Natal,Biomass_Biofuels,2000.0,Approved,2019-12-19,-28.74346,32.02925
Proposed development of the Nala Solar Park and associated infrastructure in Marikana with,North West,Solar PV,0.0,Approved,2019-12-19,-25.64407,27.49676
"The proposed Solar Grid Connection, Northern Cape Province",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-28.51506,21.06544
The proposed development of 115 mw solar photovoltaic (pv) facility and associated electri,Northern Cape,Solar PV,115.0,Approved,2020-08-11,-29.15841,21.3468
"The proposed Development of the Mooi Plaats on-site Eskom Substation, Eskom Collector Subs",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-31.33343,24.75461
"Proposed Visserspan solar photovoltaic facility project 1 on Visserspan farm no.40, near D",Free State,Solar PV,0.0,Approved,2020-11-05,-28.60084,25.74365
"For the proposed Naledi PV, Northern Cape Province",Northern Cape,Solar PV,1000.0,Approved,2020-10-14,-28.51506,21.06544
The proposed 100MW Bushmanland PV facility on farm Geel kop no 456 RE near Upington and Ke,Northern Cape,Solar PV,100.0,Approved,2020-10-05,-28.64641,21.05096
"The proposed new 132 kv powerlines (double circuits) for the connection of east 2, east 3,",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-27.18972,22.93948
The proposed development of a 132kv transmission electrical line to connect Bolobedu solar,Limpopo,Solar PV,0.0,Approved,2019-12-19,-23.49203,30.37116
"The proposed Upilanga pv1, solar pv facility and associated infrastructure on a site near ",Northern Cape,Solar PV,100.0,Refused,2021-03-02,-28.40553,21.48266
The proposed construction and operation of a grid connection for the Geelstert PV 1 and PV,Northern Cape,Solar PV,0.0,Approved,2019-12-19,-29.25362,18.84939
"The proposed extension of grid connection infrastructure for the Gunstfontein wind farm, N",Northern Cape,Wind,0.0,Approved,2019-12-19,-32.77485,20.65717
The battery energy storage system (bess) and associated infrastructure at Gunstfontein win,Northern Cape,Wind,0.0,Approved,2019-12-19,-32.56208,20.65669
The proposed battery energy storage system (bess) and associated infrastructure at great k,Northern Cape,Wind,0.0,Approved,2019-12-19,-32.79266,20.75171
The proposed establishment of gas turbines and a battery energy storage system on portion ,Northern Cape,Biomass_Biofuels,19.5,Approved,2019-12-19,-30.68027,24.08923
The proposed establishment of gas turbines and a battery energy storage system on portion ,Northern Cape,Biomass_Biofuels,19.5,Approved,2019-12-19,-30.68027,24.08923
The proposed establishment of gas turbines and a battery energy storage system on portion ,Northern Cape,Biomass_Biofuels,19.5,Approved,2019-12-19,-30.68027,24.08923
The proposed establishment of gas turbines and a battery energy storage system on portion ,Northern Cape,Biomass_Biofuels,19.5,Approved,2019-12-19,-30.68027,24.08923
The proposed establishment of gas turbines and a battery energy storage system on portion ,Northern Cape,Biomass_Biofuels,19.5,Approved,2019-12-19,-30.68027,24.08923
"Grid connection infrastructure, including 132kV Overhead Powerline, Switching Station and ",Northern Cape,Wind,0.0,Approved,2019-12-19,-32.79274,20.72042
